id,session_log_id,useraccount_id,subject_id,counter,class_id,school_id,is_parent_post,reply_to_post_id,karma_awarded_id,comment_text,label,image_url,document_url,is_active,is_moved,is_hidden,is_starred,is_sticky,is_welcome_post,last_poster_permissions,access_permissions,answer_status_flags,ts_created,ts_modified,TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT
8144,676326,940889,1,9143,,11204,0,8126,,Gonna shoot myself I shoulder known how to do that :/,1,,,1,0,0,0,,,,4294967295,0,11/2/2013 3:46,11/2/2013 3:46,1,0,0,1,1,0
11048,676343,940889,1,12047,,11204,0,11024,,Mohamad shut your mouth please I don't like being insulted,1,,,0,0,0,0,,,,4294967295,0,11/5/2013 2:00,11/5/2013 2:00,1,1,1,1,0,0
11696,661378,920879,1,12695,,11802,0,11691,,"i completly agree with you daniel, now go to hell.
",1,,,0,0,0,0,,,,4294967295,0,11/5/2013 16:41,11/5/2013 16:41,1,0,1,1,1,0
11700,661378,920879,1,12699,,11802,0,11691,,"i completly agree with you daniel, now go to hell.
",1,,,0,0,0,0,,,,4294967295,0,11/5/2013 16:41,11/5/2013 16:41,1,0,1,1,1,0
17102,676374,940889,1,18101,,11204,0,17096,,Oh go well now that I look at James' answer I feel like an idiot...,0,,,1,0,0,0,,,,4294967295,0,11/11/2013 1:12,11/11/2013 1:12,1,0,1,1,0,0
20121,609986,794414,1,21120,,11644,0,20084,,im sorry too but grant dont be a suck up,1,,,0,0,0,0,,,,4294967295,0,11/18/2013 15:49,11/18/2013 15:49,1,0,1,1,0,1
32824,611757,800309,1,33823,,11671,0,32823,,"do it yourself I DNT WANT TO DO IT SUCK BUTT
",1,,,1,0,0,0,,,,4294967295,0,12/12/2013 13:44,12/12/2013 13:44,1,0,1,1,0,1
32846,611757,800309,1,33845,,11671,0,32826,,"out of all things nd u put  ''BOFL'' u suck
",1,,,0,0,0,0,,,,4294967295,0,12/12/2013 14:04,12/12/2013 14:04,1,0,1,1,0,1
40364,656217,919005,1,41363,,11970,0,40351,,"Yes, but only if you act up, by say spamming the wall, making useless posts, or just be a jerk to people, etc.",1,,,1,0,0,0,,,,4294967295,0,1/7/2014 0:54,5/9/2014 23:02,1,0,1,1,0,0
41386,671426,934953,1,42385,,11204,0,41364,,Oh sorry and 1-1 is 0 so we get 2x=-1 divide bith sides by 2,0,,,1,0,0,0,,,,4294967295,0,1/8/2014 1:03,1/8/2014 1:03,1,0,1,1,0,1
43838,665975,926983,1,44837,,11478,0,43832,,somebody talk to me... i decided to sit back here like an idiot,1,,,0,0,0,0,,,,4294967295,0,1/9/2014 20:38,1/9/2014 20:38,1,0,1,1,0,0
43842,665975,926983,1,44841,,11478,0,43832,,juvian if i could curse without getting kicked from the site i would like so start the S***,0,,,0,0,0,0,,,,4294967295,0,1/9/2014 20:41,1/9/2014 20:41,1,0,1,1,1,1
66781,225064,1445165,1,67780,,12427,0,66770,,learn how to ride dick then come talk to me Ok:),1,,,0,0,0,0,,,,4294967295,0,1/30/2014 15:37,1/30/2014 15:37,1,0,1,1,0,1
66793,162007,1321928,1,67792,,12970,0,66770,,"Omg.... you do realize that you are a nasty pervert, right? Geezus, calm urself!!! ",1,,,0,0,0,0,,,,4294967295,0,1/30/2014 15:40,1/30/2014 15:40,1,0,1,1,0,0
66816,225064,1445165,1,67815,,12427,0,66804,,bitch i got my diploma and im going to college in a month so shut up #dumbsluts,1,,,0,0,0,0,,,,4294967295,0,1/30/2014 15:46,1/30/2014 15:46,1,0,1,1,0,1
66819,225064,1445165,1,67818,,12427,0,66804,,im on here just to fuck with u faggots its hilarious,1,,,0,0,0,0,,,,4294967295,0,1/30/2014 15:46,1/30/2014 15:46,1,1,1,1,0,1
66838,225064,1445165,1,67837,,12427,0,66799,,wassup then bruh i want the fade then kenneth if u wanna talk shit then whr u at bitch,1,,,0,0,0,0,,,,4294967295,0,1/30/2014 15:49,1/30/2014 15:51,1,0,1,1,0,1
66845,225064,1445165,1,67844,,12427,0,66799,,shut up hoe just know i want the fade fuck nigga u wanna b a lil pussy ass snitch then wassup bruh put them hands up fuckboy,1,,,0,0,0,0,,,,4294967295,0,1/30/2014 15:51,1/30/2014 15:53,1,1,1,1,1,1
67149,688097,951820,1,68148,,11535,0,67122,,"inbox me yakelin ill show u my fist 1+1=2 fist in your mouth
",1,,,0,0,0,0,,,,4294967295,0,1/30/2014 20:44,1/30/2014 20:44,1,0,1,1,1,1
74862,312816,1645031,1,75861,,13402,0,74856,,"i think they are both stupid, like you sara vargas",1,,,0,0,0,0,,,,4294967295,0,2/6/2014 14:13,2/6/2014 14:47,1,0,1,1,0,0
75520,161566,1321483,1,76519,,12970,0,75515,,Why your booty smell like a bag of fish sicks,1,,,0,0,0,0,,,,4294967295,0,2/6/2014 19:23,2/6/2014 21:07,1,0,1,1,0,1
75523,161566,1321483,1,76522,,12970,0,75515,,your t*****s hang down like orangutang bits b***h you stank,1,,,0,0,0,0,,,,4294967295,0,2/6/2014 19:25,2/6/2014 19:25,1,0,1,1,1,1
76728,2706,1009649,1,77727,,11930,0,76697,,darn now I have a 75 in science :( stupid da test...well thanks ,0,,,1,0,0,0,,,,4294967295,0,2/7/2014 21:54,2/7/2014 21:54,1,0,1,1,0,0
77588,325043,1657456,1,78587,,13068,0,77507,,um no :[ i am still confused! i feel like the biggest idiot in the world right now!,0,,,1,0,0,0,,,,4294967295,0,2/8/2014 23:37,2/8/2014 23:37,1,0,1,1,0,0
83441,363402,1756861,1,84440,,13586,0,66804,,"You* for real* the #@$%*. you get the point, not only do you need english help but you talk like your a angry 7 year old.",1,,,0,0,0,0,,,,4294967295,0,2/14/2014 12:24,2/14/2014 12:24,1,0,1,1,0,1
86697,406302,1888254,1,87696,,13803,0,86657,,ELI!!! UHHHHHH don't be a jerk and Lauren I have 300,1,,,0,0,0,0,,,,4294967295,0,2/19/2014 14:43,2/19/2014 14:43,1,0,1,1,0,0
95312,406503,1888281,1,96311,,13803,0,95259,,t     h     a     n    k     s            g    u     y     s!!!,0,,,1,0,0,0,,,,4294967295,0,2/26/2014 14:42,2/26/2014 14:42,1,1,1,1,1,1
95365,405559,1888144,1,96364,,13803,0,95344,,where are my points??? DANG HOW MANY TIMES DO I GOTTA POST CRAP TO GET POINTS!!!!,1,,,1,0,0,0,,,,4294967295,0,2/26/2014 14:53,2/26/2014 14:53,1,0,1,1,0,0
97702,321578,1653536,1,98701,,13413,0,97680,,"Oh, I hate you. And so does the Joker, my boyfriend. So there :P",1,,,1,0,0,0,,,,4294967295,0,2/27/2014 18:30,2/27/2014 18:30,1,1,1,1,0,0
102425,213803,1427844,1,103424,,13087,0,102418,,the algebra gods have no pity on mere mortal scum like yourself ,1,,,0,0,0,0,,,,4294967295,0,3/3/2014 13:25,3/3/2014 13:25,1,0,1,1,0,0
106420,585158,595198,1,107419,,11499,0,106405,,"you still suck dick
and you are very bad at computer games.
",1,,,0,0,0,0,,,,4294967295,0,3/5/2014 16:13,3/5/2014 16:13,1,0,1,1,0,1
106424,585158,595198,1,107423,,11499,0,106405,,"your life is the most ungrateful thing that happened to your mother
",1,,,0,0,0,0,,,,4294967295,0,3/5/2014 16:15,3/5/2014 16:15,1,0,1,1,0,0
106724,6398,1021571,1,107723,,11898,0,106681,,math is a fucking wast of time. why do we need to learn it if we don't use it?,1,,,0,0,0,0,,,,4294967295,0,3/5/2014 18:42,3/5/2014 18:42,1,0,1,1,0,0
109462,639359,886017,1,110461,,11755,0,109436,,"oh and then find the factors of that number and the ones that ass up to 23 you use, right?",0,,,0,0,0,0,,,,4294967295,0,3/6/2014 22:39,3/6/2014 22:39,1,0,1,1,0,1
110591,496429,406679,1,111590,,11048,0,110552,,thanks you guys suck! i mean you guys are so nice,1,,,0,0,0,0,,,,4294967295,0,3/7/2014 17:53,3/7/2014 17:53,1,0,1,1,0,1
110622,425317,2023472,1,111621,,13977,0,110565,,bruh get off my junk and brush the doodoo out  your freaking mouth ! you stank tongue lizzard !,1,,,0,0,0,0,,,,4294967295,0,3/7/2014 17:58,3/7/2014 18:24,1,0,1,1,0,1
112670,181368,1375222,1,113669,,12528,0,112666,,no but they can report you by commenting stupid things such as this,1,,,0,0,0,0,,,,4294967295,0,3/10/2014 15:27,3/10/2014 15:27,1,0,1,1,0,0
112872,394969,1846787,1,113871,,13720,0,112870,,Fuck bitches and fuck you to miguel bitch help me  step by step bitch,1,,,0,0,0,0,,,,4294967295,0,3/10/2014 17:59,3/10/2014 17:59,1,1,1,1,1,1
116128,631290,874034,1,117127,,14346,0,116121,,"that sucks, can you get switched to the class you belong in?",1,,,1,0,0,0,,,,4294967295,1,3/12/2014 13:59,3/16/2014 15:12,1,0,1,1,0,0
116414,414453,2012121,1,117413,,13966,0,116336,,"give m some karma points mff ... damn u go alot 1700
GIVE ME SOME B4 I COME TO MIAMI N ************* YOU
",1,,,0,0,0,0,,,,4294967295,0,3/12/2014 16:31,3/12/2014 16:32,1,0,1,1,1,1
118043,107912,1179043,1,119042,,12354,0,118042,,its what comes out your but when your on the shiter ,1,,,0,0,0,0,,,,4294967295,0,3/13/2014 11:58,3/13/2014 11:58,1,0,1,1,0,0
118800,594161,668243,1,119799,,11291,0,118698,,"algebra sucks                                               jk
",1,,,0,0,0,0,,,,4294967295,0,3/13/2014 21:56,3/13/2014 21:57,1,0,1,1,0,1
127930,351404,1747946,1,128929,,13593,0,127914,,omg bobby shut im going to get you and pound you into dirt!!!!!!!!!!!!!!!!!,1,,,0,0,0,0,,,,4294967295,0,3/20/2014 12:22,3/20/2014 12:22,1,0,1,1,1,0
134926,458013,2215000,1,135925,,14256,0,134924,,1,,,,0,0,0,0,,,,4294967295,0,3/28/2014 18:09,3/28/2014 18:09,1,0,1,1,1,0
142292,303329,1608250,1,143291,,13245,0,142188,,"These videos don't even help, dude talks to us like were slow. turns out he's the slow one.#loser.",1,,,0,0,0,0,,,,4294967295,0,4/2/2014 22:28,4/2/2014 22:29,1,0,1,1,0,0
142293,303329,1608250,1,143292,,13245,0,142188,,"These videos don't even help, dude talks to us like were slow. turns out he's the slow one.#loser.",1,,,0,0,0,0,,,,4294967295,0,4/2/2014 22:28,4/2/2014 22:29,1,0,1,1,0,0
142294,303329,1608250,1,143293,,13245,0,142188,,"These videos don't even help, dude talks to us like were slow. turns out he's the slow one.#loser.",1,,,0,0,0,0,,,,4294967295,0,4/2/2014 22:28,4/2/2014 22:29,1,0,1,1,0,0
147414,689980,955921,1,148410,,11204,0,147409,,Shoot missed this one while doing readingplus.. ugh stupid multitasking,1,,,1,0,0,0,,,,4294967295,0,4/5/2014 0:06,4/5/2014 0:06,1,0,1,1,0,0
155923,509923,416940,1,156919,,15761,0,155866,,robby your retarded okay dony forget what you did on the bus with christian XD,1,,,1,0,0,0,,,,4294967295,0,4/9/2014 14:41,9/16/2014 18:15,1,1,1,1,0,0
155926,201804,1419057,1,156922,,12461,0,155920,,"your mother was a hamster and your father smealt of elderberries
",1,,,0,0,0,0,,,,4294967295,0,4/9/2014 14:41,4/9/2014 15:45,1,0,1,1,0,0
155932,678061,942206,1,156928,,11204,0,155799,,You guys are morons (except the study expert and Gonzalo),1,,,0,0,0,0,,,,4294967295,0,4/9/2014 14:42,4/9/2014 14:42,1,0,1,1,0,0
155968,509923,416940,1,156964,,15761,0,155866,,"arnt you fun 
no your not reporting  people is stupid 
you got freedom of speech ",1,,,1,0,0,0,,,,4294967295,0,4/9/2014 14:48,9/16/2014 18:15,1,0,1,1,0,0
156128,511090,418369,1,157124,,15761,0,156016,,YOU GUYS ARE BEING STUPID YOU GUYS ARE GIVING US A BAD NAME PEOPLE ARE TRYING TO TAKE THIS SERIUOSLY AND YOU GUYS NEED TO GROW UP,1,,,0,0,0,0,,,,4294967295,0,4/9/2014 15:14,9/16/2014 18:15,1,0,1,1,0,0
162510,154783,1313766,1,163506,,13017,0,162505,,WTF!!! GET THE HECK OF THIS SITE IF UR GOING TO ACT LIKE SOME RETARD,1,,,0,0,0,0,,,,4294967295,0,4/11/2014 15:34,4/11/2014 15:34,1,1,1,1,0,0
162587,156731,1316574,1,163583,,13017,0,162552,,Dis bitch paige is a hater. i think she wants to ride ur dick bro,1,,,0,0,0,0,,,,4294967295,0,4/11/2014 15:43,4/11/2014 15:43,1,1,1,1,1,1
162682,472170,2275430,1,163678,,14287,0,162626,,i was kidding you faggot if you haven tnoticed eberyone is messing around here dumb retard,1,,,0,0,0,0,,,,4294967295,0,4/11/2014 15:51,4/11/2014 15:51,1,1,1,1,0,1
162695,470467,2266794,1,163691,,14287,0,162662,,stop being stupid and pay attention im right next to you,1,,,0,0,0,0,,,,4294967295,0,4/11/2014 15:52,4/11/2014 15:52,1,0,1,1,0,0
164862,156732,1316574,1,165858,,13017,0,162552,,"why the fuck would u snitch. u fucking miserable ass person
",1,,,0,0,0,0,,,,4294967295,0,4/12/2014 16:28,4/12/2014 16:28,1,0,1,1,0,1
168476,117223,1217384,1,169472,,12715,0,168471,,"I will report you for calling me stupid and lame.
",0,,,0,0,0,0,,,,4294967295,0,4/14/2014 12:55,4/14/2014 12:55,1,0,1,1,0,0
172729,626204,858207,1,173725,,11700,0,172719,,ICL is a program used in pre-algebra classes that really sucks,1,,,1,0,0,0,,,,4294967295,0,4/15/2014 19:16,4/15/2014 19:16,1,0,1,1,0,1
175315,448120,2125068,1,176311,,14094,0,175297,,"Well it really stupid! Im trying to help you out and i dont want to see stupid posts!!!!
",1,,,1,0,0,0,,,,4294967295,0,4/16/2014 17:29,4/16/2014 17:29,1,0,1,1,0,0
179731,697247,967250,1,180727,,11840,0,179711,,all you guys are stupid these people trying to help and all u do is nag and none of u give them credit they deserve  ,1,,,0,0,0,0,,,,4294967295,0,4/18/2014 16:11,4/18/2014 16:11,1,1,1,1,0,0
179831,11487,3103818,1,180827,,11804,0,179729,,"don't feet stupid!  you got it!

here's 100 KP to everyone who helped on this post!",1,,,1,0,0,0,,,,4294967295,1,4/18/2014 16:39,4/18/2014 16:39,1,0,1,1,0,0
186003,316227,1648431,1,186999,,13402,0,185996,,haha fag u sit on here all day ur fat af,1,,,0,0,0,0,,,,4294967295,0,4/21/2014 21:16,4/21/2014 21:16,1,1,1,1,0,1
190732,239417,1479084,1,191728,,12810,0,190711,,"so i am guessing you are crazy and a cuban
",1,,,0,0,0,0,,,,4294967295,0,4/23/2014 17:06,4/23/2014 17:06,1,1,1,1,0,0
190734,239417,1479084,1,191730,,12810,0,190711,,"so i am guessing you are crazy and a cuban
",1,,,0,0,0,0,,,,4294967295,0,4/23/2014 17:06,4/23/2014 17:06,1,1,1,1,0,0
191124,157279,1317210,1,192120,,12928,0,191040,,YOU ACT LIKE YOUR CODE IS RAW HALF THE SHIT YOU WEAR DNT BE MATCHIN,1,,,0,0,0,0,,,,4294967295,0,4/23/2014 18:22,4/23/2014 18:22,1,0,1,1,0,1
191405,316229,1648431,1,192401,,13402,0,191352,,luke han get over it. the fact is u hAVE NO LIFE AND THAT IS Y U STORED IT ON YOUR GOOGLE DRIVE. You do not work for this website u are  a student just like me so **curse word** off,1,,,0,0,0,0,,,,4294967295,0,4/23/2014 21:18,4/23/2014 21:31,1,0,1,1,0,0
191421,316229,1648431,1,192417,,13402,0,191352,,austin told me to shut up i screen shotted it and am reporting u to your school,1,,,1,0,0,0,,,,4294967295,0,4/23/2014 21:23,4/23/2014 21:23,1,0,1,1,1,0
196147,156743,1316574,1,197143,,13017,0,196137,,naw she is a butthole. i wanted to say the other word but i will get in trouble,1,,,0,0,0,0,,,,4294967295,0,4/25/2014 19:16,4/25/2014 19:16,1,0,1,1,0,1
202252,300349,1602017,1,203248,,13217,0,202231,,this is for learnin g not for spaming stupid comments ,1,,,0,0,0,0,,,,4294967295,0,4/29/2014 18:08,4/29/2014 18:08,1,0,1,1,0,0
205169,249902,1506832,1,206165,,13162,0,205149,,"And without idiots like him, how would we know how not to act?",1,,,0,0,0,0,,,,4294967295,0,4/30/2014 17:56,4/30/2014 17:56,1,0,1,1,0,0
206793,381972,1777832,1,207789,,13669,0,206742,,stupid people these days( ment for me not you guys),1,,,0,0,0,0,,,,4294967295,0,5/1/2014 0:18,5/1/2014 0:18,1,0,1,1,0,0
207572,48052,1082962,1,208568,,12053,0,207564,,"I suck at... well, any &quot;nomials&quot;, so i guess ill still get an A.",1,,,1,0,0,0,,,,4294967295,0,5/1/2014 14:31,5/1/2014 14:31,1,0,1,1,0,1
207716,335266,1687320,1,208712,,13459,0,207666,,Bra yo white cracka @$$ better not join or we jump yo @$$ cuz' us Nigs don't got no time for that,1,,,0,0,0,0,,,,4294967295,0,5/1/2014 15:07,5/1/2014 15:07,1,1,1,1,1,1
210793,509797,416774,1,211789,,15761,0,210774,,cats suck they just get fat and sit around they dont protect u from anything,1,,,0,0,0,0,,,,4294967295,0,5/2/2014 14:52,9/16/2014 18:15,1,0,1,1,0,1
210912,156755,1316574,1,211908,,13017,0,210905,,"DEATH TO AMERIKA
AND BUTTER SAUCE
DONT BOIL ME
IM STILL ALIVE!!

IRAQ LOBSTER",1,,,0,0,0,0,,,,4294967295,0,5/2/2014 15:10,5/2/2014 15:10,1,1,1,1,1,0
212589,340387,1716793,1,213585,,13534,0,212554,,"i get it
im not n idiot....
i thnl im not so sure what an idiot is
",1,,,0,0,0,0,,,,4294967295,0,5/3/2014 13:13,5/3/2014 13:13,1,0,1,1,0,0
212594,292154,1580563,1,213590,,13273,0,212554,,"
Informal.  an utterly foolish or senseless person: If you think you can wear that outfit to a job interview and get hired, you're an idiot! 

definition + example from dictionary.com",1,,,0,0,0,0,,,,4294967295,0,5/3/2014 13:14,5/3/2014 13:14,1,0,1,1,0,0
212726,466245,2239787,1,213722,,14362,0,212688,,"10 now? sucks because  that's two hours of spam,and boringness ",1,,,1,0,0,0,,,,4294967295,0,5/3/2014 14:10,5/3/2014 14:10,1,0,1,1,0,1
215980,624425,848987,1,216976,,11624,0,215931,,"yeah but for some reason it's not loading, stupid computer!",1,,,1,0,0,0,,,,4294967295,0,5/4/2014 18:42,5/4/2014 18:42,1,0,1,1,0,0
218765,583150,579593,1,219761,,11424,0,218763,,its ok ur being very annoying and posting stupid vids ,1,,,0,0,0,0,,,,4294967295,0,5/5/2014 16:21,5/5/2014 16:21,1,0,1,1,0,0
221229,421208,2015774,1,222225,,13959,0,221216,,i hate math !!!!! stupid teacher making me do this useless crap,1,,,0,0,0,0,,,,4294967295,0,5/6/2014 3:36,5/6/2014 4:54,1,1,1,1,0,0
221724,388310,1817612,1,222720,,13669,0,221335,,"nawww, you guys are dumb. you guys dont know none of that math. faqs",1,,,0,0,0,0,,,,4294967295,0,5/6/2014 15:03,5/6/2014 15:13,1,0,1,1,0,0
222915,639442,886017,1,223911,,11755,0,222832,,there are real idiots on the wall so dont be one. it will get reported thanks for not being mean =),1,,,1,0,0,0,,,,4294967295,0,5/6/2014 19:43,5/6/2014 19:43,1,0,1,1,0,0
222959,639442,886017,1,223955,,11755,0,222902,,"it was just a bunch of jerks who were saying mean things.

but now that i can help...

and yes i know how to do it.

do u know what a perfect square is?

also heres an example",1,https://s3.amazonaws.com/algebranation/groupboard_uploads/712DA0AD23E920DC469857B03B278205.,,0,0,0,0,,,,4294967295,0,5/6/2014 19:50,5/6/2014 19:50,1,0,1,1,0,0
223401,337008,1690885,1,224397,,13534,0,223287,,"keep the jerks out, if only there were a way to report people so they could get kicked out of Algebra Nation",1,,,1,0,0,0,,,,4294967295,0,5/6/2014 21:18,5/6/2014 21:18,1,1,1,1,1,0
226407,528,1001912,1,227403,,11913,0,226399,,"*skrillex* i want t o kill everybody in da world~~~
WOWAA DODODOD",1,,,0,0,0,0,,,,4294967295,0,5/7/2014 18:30,5/7/2014 18:30,1,0,1,1,1,0
229528,267917,1550323,1,230524,,13247,0,229518,,SHUT UP lunch in 15 minutes u dont deserve no points now be quiet,1,,,0,0,0,0,,,,4294967295,0,5/8/2014 15:11,5/8/2014 15:11,1,0,1,1,0,0
229616,627491,863811,1,230612,,11697,0,229611,,"shes an admin THATS WHY IT SAYS &quot;STUDY EXPERT&quot; NEXT TO HER NAME READ BEFORE POSTING STUPID PLS
",1,,,0,0,0,0,,,,4294967295,0,5/8/2014 15:37,5/8/2014 15:37,1,0,1,1,0,0
229902,460958,2223641,1,230898,,14286,0,229663,,No i do not want to cheer you up for your stupid EOC i have to take mine next week and you don't hear me complaining!! So have a nice day and good luck!!!! ,1,,,1,0,0,0,,,,4294967295,0,5/8/2014 16:33,5/8/2014 16:33,1,0,1,1,0,0
232587,704683,990733,1,233583,,11888,0,232549,,Brandon that'd suck. Delete that posts don't give em any ideas!!!!,1,,,0,0,0,0,,,,4294967295,0,5/9/2014 12:48,5/9/2014 13:06,1,0,1,1,0,1
232598,452803,2135481,1,233594,,14176,0,232549,,"micheal why u tell them where we at u dumb
",1,,,0,0,0,0,,,,4294967295,0,5/9/2014 12:51,5/9/2014 12:53,1,0,1,1,0,0
232684,452642,2133425,1,233680,,14176,0,232682,,u guys are the worst modrators ever like da f*k,1,,,0,0,0,0,,,,4294967295,0,5/9/2014 13:49,5/9/2014 13:49,1,0,1,1,0,1
233100,391770,1834343,1,234096,,13640,0,233073,,Your so mean to him lets say to him shut up poop ,1,,,0,0,0,0,,,,4294967295,0,5/9/2014 14:57,5/9/2014 14:57,1,0,1,1,0,1
233548,347020,1738718,1,234544,,13600,0,233523,,no i tired of it i am pissed off i can curse if i want,1,,,0,0,0,0,,,,4294967295,0,5/9/2014 15:33,5/9/2014 15:33,1,0,1,1,1,1
